=== Conectado a bancada de giro ===
Envie 's' para girar. 'p' aborta.
[GIRO] Girando... (log so no fim)
[GIRO] Alvo +180.0 | Final +182.80 | Erro -2.80 | 1516 ms | fim: travou
---- INICIO TELEMETRIA (CSV) ----
t_ms,ang_z,erro,velGiro,correcao,pwmEsq,pwmDir,encEsq,encDir
1454,182.87,-2.87,-0.12,-100.00,100,-100,-730,1359
1464,182.87,-2.87,-0.14,-100.00,100,-100,-730,1359
1474,182.87,-2.87,-0.13,-100.00,100,-100,-730,1359
1484,182.87,-2.87,-0.10,-100.00,100,-100,-730,1359
1494,182.87,-2.87,-0.04,-100.00,100,-100,-730,1359
1504,182.87,-2.87,-0.08,-100.00,100,-100,-730,1359
1514,182.87,-2.87,-0.05,-100.00,100,-100,-730,1359
1524,182.86,-2.86,-0.08,-100.00,100,-100,-730,1359
1534,182.86,-2.86,-0.11,-100.00,100,-100,-730,1359
1544,182.86,-2.86,-0.10,-100.00,100,-100,-730,1359
1554,182.86,-2.86,-0.11,-100.00,100,-100,-730,1359
1564,182.86,-2.86,0.00,-100.00,100,-100,-730,1359
1574,182.86,-2.86,-0.07,-100.00,100,-100,-730,1359
1584,182.86,-2.86,-0.10,-100.00,100,-100,-730,1359
1594,182.86,-2.86,-0.10,-100.00,100,-100,-730,1359
1604,182.86,-2.86,-0.07,-100.00,100,-100,-730,1359
1614,182.86,-2.86,-0.03,-100.00,100,-100,-730,1359
1624,182.86,-2.86,-0.04,-100.00,100,-100,-730,1359
1634,182.86,-2.86,-0.11,-100.00,100,-100,-730,1359
1644,182.86,-2.86,-0.11,-100.00,100,-100,-730,1359
1654,182.85,-2.85,-0.06,-100.00,100,-100,-730,1359
1664,182.85,-2.85,-0.09,-100.00,100,-100,-730,1359
1674,182.85,-2.85,-0.10,-100.00,100,-100,-730,1359
1684,182.85,-2.85,-0.14,-100.00,100,-100,-730,1359
1694,182.85,-2.85,-0.14,-100.00,100,-100,-730,1359
1704,182.85,-2.85,-0.11,-100.00,100,-100,-730,1359
1714,182.85,-2.85,-0.11,-100.00,100,-100,-730,1359
1724,182.85,-2.85,-0.12,-100.00,100,-100,-730,1359
1734,182.85,-2.85,-0.08,-100.00,100,-100,-730,1359
1744,182.84,-2.84,-0.08,-100.00,100,-100,-730,1359
1754,182.84,-2.84,-0.13,-100.00,100,-100,-730,1359
---- FIM (175 amostras) ----
[GIRO] Fim. Envie 's' para repetir.
